filename,emotion,duration_seconds,text,speaker_id,split
s_001_1.wav,sad,1.86,"Якщо в тебе щось не виходить,",166,train
s_002_1.wav,sad,1.54,Але я тебе ніколи не бачила.,107,test
s_003_0.wav,sad,1.72,Якраз для дівчаток. Тримай.,58,train
s_004_1.wav,sad,2.08,Я цих 700 грн ділила на 30 днів.,37,train
s_005_1.wav,sad,1.54,Нічого не відчуваю.,176,train
s_006_1.wav,sad,1.92,З дитиною він не грався.,85,test
s_007_0.wav,sad,1.1,Тато з ким спілкуєшся?,58,train
s_008_1.wav,sad,3.0,Я би не змогла відправити сина жити окремо.,177,train
s_009_0.wav,sad,1.56,Вони з татом не спілкувалися.,58,train
s_010_1.wav,sad,0.9,"Я не вірю, щоб",237,train
s_011_1.wav,sad,1.75,"А я вважаю, що я зробила себе сама.",183,train
s_012_1.wav,sad,1.77,"Я кажу, відвези мене додому.",43,train
s_013_1.wav,sad,1.79,Вона через 10-15 хвилин.,151,train
s_014_1.wav,sad,1.65,Якби просто поруч не чоловік.,31,test
s_015_1.wav,sad,2.36,Я не уявляю свого життя без нього.,130,test
s_016_1.wav,sad,1.97,Шок був дуже сильний.,166,train
s_017_1.wav,sad,1.15,Це важко було?,221,train
s_018_1.wav,sad,1.92,Це важко було без вікна.,221,train
s_019_1.wav,sad,1.48,"Зробиш мені, будь ласка, чайчик.",142,train
s_020_0.wav,sad,1.62,"Нема слів, просто чесно.",58,train
s_021_1.wav,sad,3.06,лікарі заборонили нам пів року пробувати.,130,test
s_022_1.wav,sad,2.16,Я вже трішечки прийшла в себе.,130,test
s_023_1.wav,sad,2.19,Як вдалося вам її зберегти?,227,train
s_024_1.wav,sad,2.43,Але кохання не було в мене ніколи до нього.,37,train
s_025_1.wav,sad,2.55,Він і почав жбурляти їх в мене.,212,train
s_026_0.wav,sad,1.67,Я допомагав трішечки зовсім.,289,train
s_027_1.wav,sad,1.55,самостійне життя.,128,train
s_028_1.wav,sad,3.07,"Гіршого дня і в мене ще й не було, мабуть, в житті.",41,train
s_029_1.wav,sad,1.74,Не просто рибку з'їсти.,372,train
s_030_1.wav,sad,2.65,"не обійме мене, вона більше не поцілує мене.",44,train
s_031_1.wav,sad,1.79,Я дуже багато плакала.,105,train
s_032_1.wav,sad,0.96,Ну не було його.,105,train
s_033_1.wav,sad,2.72,"Я дуже багато плакала, дуже боляче.",105,train
s_034_1.wav,sad,1.97,Не відчувала себе потрібною рідним.,17,train
s_035_1.wav,sad,2.36,вона не відчувала себе потрібною рідним.,17,train
s_036_1.wav,sad,2.35,В мене аж слів немає до сих пір.,355,train
s_037_1.wav,sad,1.92,"Ну, каже, а що ти тут робиш? Ти дурна?",127,train
s_038_1.wav,sad,2.31,Та ніхто просто цьому не підтримав.,83,train
s_039_1.wav,sad,1.25,Мені дуже стидно було.,134,train
s_040_1.wav,sad,2.21,"поясняти лікарю, що маму хочуть виписати.",177,train
s_041_1.wav,sad,1.74,Я приходила у велику фарму.,184,train
s_042_1.wav,sad,1.52,роди дуже важкі були.,25,train
s_043_1.wav,sad,2.18,"Так як в мене були дуже важкі пологи,",127,train
s_044_1.wav,sad,1.6,І буду робити ще більше.,189,train
s_045_1.wav,sad,2.09,Відношення до мене не дуже добре.,174,train
s_046_1.wav,sad,1.41,"Можливо, ти завтра ще?",61,train
s_047_1.wav,sad,1.64,Він дуже хороший батько.,174,train
s_048_1.wav,sad,2.47,Просто не вистачало поспілкуватися з людиною.,250,train
s_049_1.wav,sad,2.63,"Бо мені причулось, що Карпачов мені 10 балів би дав.",313,train
s_050_1.wav,sad,2.46,"Ну, просто найкращий чоловік, якого я просто знаю.",45,train
s_051_1.wav,sad,1.66,Він прожив три дні і,114,test
s_052_1.wav,sad,3.27,"Він прожив три дні, і в нього стався",114,test
s_053_1.wav,sad,1.72,Вони навіть на них наводяться швидко.,147,train
s_054_0.wav,sad,2.41,Не може бути дитині 29 років?,193,train
s_055_1.wav,sad,2.19,"Ну, мабуть, тим, що",96,train
s_056_1.wav,sad,1.54,Я не хочу піти.,20,train
s_057_1.wav,sad,1.79,Коли в мене було вже тридцять дітей.,134,train
s_058_1.wav,sad,2.3,Я розлучилася зі своїм першим чоловіком.,134,train
s_059_1.wav,sad,2.08,Я настільки ненавиділа їхню матір.,191,train
s_060_1.wav,sad,2.56,"Ну, я пам'ятаю, він просто лежить і тримається за голову.",50,train
s_061_1.wav,sad,1.66,"кажу, пап, що в тебе сталось?",50,train
s_062_1.wav,sad,2.13,"Мене мама била в дитинстві, причому досить сильно.",44,train
s_063_1.wav,sad,3.07,"Я не вважаю, що це мені за щось там віддається.",177,train
s_064_1.wav,sad,2.85,"Я чула тільки кохана, зайчик, люблю, цьомки.",18,train
s_065_1.wav,sad,1.79,біг мама заступалася за тебе.,40,train
s_066_1.wav,sad,2.43,тої тоже мала бути.,114,test
s_067_1.wav,sad,1.54,"Дякую за те, що ти мене лікував.",96,train
s_068_1.wav,sad,1.74,Я просто пам'ятаю це.,28,test
s_069_1.wav,sad,2.58,"Мама мені не повірила, сказала, що я",28,test
s_070_1.wav,sad,1.67,Взагалі незрозуміло цього жесту.,89,train
s_071_1.wav,sad,3.17,"Я думаю, що я під загрозою покинути проект.",89,train
s_072_1.wav,sad,2.36,"Та, блін, мене просто кумарить той серш.",109,train
s_073_1.wav,sad,0.52,Блядь!,109,train
s_074_0.wav,sad,1.42,"справді, я не зрозумів.",188,train
s_075_1.wav,sad,2.1,У мене кожен раз збільшувалась тривога.,89,train
s_076_1.wav,sad,1.11,"наче, я не щира.",89,train
s_077_1.wav,sad,2.6,просто і почали литись сльози.,142,train
s_078_1.wav,sad,1.91,Почали лити сльози?,142,train
s_079_1.wav,sad,3.54,"Я хочу себе врятувати. Я не очікувала, що так буває.",181,train
s_080_1.wav,sad,2.55,"Я шукаю причини, чому мене немає в TikTok.",146,train
s_081_1.wav,sad,3.26,Я просто хочу якогось ставлення нормального.,40,train
s_082_1.wav,sad,3.73,"Я відчувала страх того, що я можу поїхати додому.",230,train
s_083_1.wav,sad,2.72,"І так, без того тривожно через сьогоднішній день,",230,train
s_084_1.wav,sad,2.69,"Наболіли, вони в мене отут вже сидять.",154,train
s_085_1.wav,sad,2.62,"Обстріл був, до наші три рятувальника загинуло.",46,train
s_086_1.wav,sad,1.79,"Ми не поняли, як і де воно буде.",5,train
s_087_1.wav,sad,3.61,"Ми не поняли друг друга, хоча я думала, що в нас класний буде коннект.",5,train
s_088_1.wav,sad,2.56,"але, на жаль, так вийшло, що наразі",161,train
s_089_1.wav,sad,2.78,Я залишаю свій біль та образу на колишнього.,68,train
s_090_1.wav,sad,3.07,"Я дуже сподіваюсь, що з часом це мене відпустить.",68,train
s_091_1.wav,sad,2.79,Тарас мене не кликав до себе.,68,train
s_092_1.wav,sad,3.21,"Я просто в шоці, бо я не очікувала такого повороту.",11,train
s_093_1.wav,sad,2.94,"Я закінчила розмову, я була зла.",97,test
s_094_1.wav,sad,2.9,"Я не могла навіть, ну, додати щось до розмови.",44,train
s_095_1.wav,sad,1.0,Щось у моєму житті.,63,train
s_096_1.wav,sad,2.53,В мене не було підтримки ні з чиєї сторони.,117,train
s_097_1.wav,sad,2.72,"Ну, він і так це відчував, але просто, можливо, не хотів сприймати.",50,train
s_098_0.wav,sad,0.89,"Боже мій, було.",104,test
s_099_0.wav,sad,1.84,Я два тижні вже трохи відходжу від всього.,16,train
s_100_0.wav,sad,3.71,"Наче відкрилась для мене з іншої сторони, вона відкрилась жорстокою.",92,train
s_101_0.wav,sad,1.94,"Я думав, що в нас все вийде і",92,train
s_102_0.wav,sad,3.31,"Коли ми проходили випробування, я думав, що в нас все вийде і.",92,train
s_103_0.wav,sad,2.51,Але вчорашній вечір показав зовсім інше.,92,train
s_104_1.wav,sad,2.82,Але все ж таки він залишався вірним.,179,train
s_105_1.wav,sad,2.58,І хоча би спробувати з ним порозумітися.,33,train
s_106_1.wav,sad,3.49,"Ти знаєш, що я хочу з тобою бути з одним і назавжди.",33,train
s_107_1.wav,sad,4.47,"Я не хотіла би думати навіть про те, що я не зможу тобі тебе обійняти.",33,train
s_108_1.wav,sad,2.52,що я не зможу тобі тебе обійняти.,33,train
s_109_1.wav,sad,3.29,"Не пройдусь з тобою за руку, не буду цілуватись під дощем.",33,train
s_110_1.wav,sad,1.41,Не пройдусь з тобою знов.,33,train
s_111_1.wav,sad,1.86,не буду цілуватись під дощем.,33,train
s_112_0.wav,sad,2.02,Чому ви не написали відмову?,4,train
s_113_0.wav,sad,1.3,Мені було самому складно.,380,train
s_114_0.wav,sad,2.78,"І поки я слухаю, я дійсно співпереживаю.",98,train
s_115_0.wav,sad,4.93,"Для неї це болюча тема, і точно і поки я слухав, я дійсно співпереживав їй.",98,train
s_116_0.wav,sad,3.05,"Очевидно, що мені їх ніхто ніколи не дав би і не давав.",98,train
s_117_1.wav,sad,1.37,Лише тебе чекала.,11,train
s_118_1.wav,sad,2.53,"Ну, і він це, може, відчути як, е-е,",29,train
s_119_1.wav,sad,2.57,"Там була така атмосфера, коли залишились дві-три няні.",141,test
s_120_0.wav,sad,2.8,"Коли ти мене обіймала, ти відчула щось ніби?",98,train
s_121_1.wav,sad,2.68,Тому поки про це навіть не думаю.,141,test
s_122_1.wav,sad,3.7,я поки що не готова. Тому поки про це навіть не думаю.,141,test
s_123_1.wav,sad,1.97,Просто в мене не виходило вступати в тащі.,99,train
s_124_1.wav,sad,2.3,"Золота, золота.",157,train
s_125_0.wav,sad,2.3,Це просто жах.,138,train
s_126_1.wav,sad,4.52,"В мене така проблема, я розумію, що за останній рік стало ще в тисячу разів гірше.",21,train
s_127_1.wav,sad,2.9,Я просто лежу і мене все трясе. За що?,21,train
s_128_1.wav,sad,3.59,"Я розумію, що за останній рік стало ще в тисячу разів гірше.",21,train
s_129_1.wav,sad,2.5,Мені дуже обідно. Мені дуже неприємно.,21,train
s_130_1.wav,sad,2.5,просто не заслужила цього всього від нього.,21,train
s_131_1.wav,sad,2.1,Хоче я хотіла до нього підступитися.,21,train
s_132_1.wav,sad,1.93,"Поговорити, вирішити.",21,train
s_133_1.wav,sad,3.8,"Я так цю проблему, а, речі, які",21,train
s_134_1.wav,sad,2.2,Я ж йому нічого поганого не зробила.,21,train
s_135_1.wav,sad,1.79,Я просто захотіла випити.,21,train
s_136_1.wav,sad,1.2,Мені важко було.,343,train
s_137_1.wav,sad,2.16,"Він знав, що це не боліло ще.",21,train
s_138_1.wav,sad,2.0,"Я сама справлюся, не не допоможу.",21,train
s_139_1.wav,sad,1.32,В мене братик є.,21,train
s_140_1.wav,sad,3.9,Я мушу зараз про цю проблему говорити на всю Україну.,21,train
s_141_1.wav,sad,1.5,Хоча лікарі не радили.,162,train
s_142_1.wav,sad,2.96,"це те, що все минулося, і цей страшний сон.",21,train
s_143_1.wav,sad,2.1,"все добре, це плацентарний кровообіг.",21,train
s_144_1.wav,sad,1.46,Зінну народите здорову.,21,train
s_145_1.wav,sad,3.47,"Вагітність - це єдиний механізм, запущений в твоєму організмі.",21,train
s_146_1.wav,sad,1.65,"По, по здоров'ю, по імунітету.",21,train
s_147_1.wav,sad,1.6,Я народила здорового хлопчика.,21,train
s_148_1.wav,sad,2.3,Як у вас стосунки з батьками чи чоловіком?,21,train
s_149_1.wav,sad,3.3,мені вклалася в голові надовго.,21,train
s_150_1.wav,sad,3.64,"Бачу, тато на барі замовляє вже коньяк.",21,train
s_151_1.wav,sad,2.25,Я дуже сильно ревнувала до сестри.,21,train
s_152_1.wav,sad,2.89,не не кричіть. І я завжди маму питала.,21,train
s_153_1.wav,sad,3.38,"Я таке враження, бо я не ваша дитина. Ви то мене сварите, дивіться.",21,train
s_154_1.wav,sad,3.25,"І я просто жалію, що мені не сказали раніше.",21,train
s_155_1.wav,sad,2.22,"хочеш, щоб він знав, що я його люблю.",220,test
s_156_1.wav,sad,2.64,тато на барі замовляє вже коньяк.,21,train
s_157_1.wav,sad,2.68,"Мені мама 15 років не казала, що…",162,train
s_158_1.wav,sad,3.42,"Це не мій тато, але він для мене є тато.",192,train
s_159_1.wav,sad,2.93,"Я йому ще в той вечір сказала, що",21,train
s_160_1.wav,sad,3.21,"що я його сильно люблю, але я бачу просто, що",21,train
s_161_1.wav,sad,2.37,Я втратила дуже багато часу.,21,train
s_162_1.wav,sad,2.12,коли я відчувала.,75,train
s_163_0.wav,sad,1.6,"Сказати, що все буду окей?",10,test
s_164_0.wav,sad,2.5,"Але, в ті моменти в тебе тоже думки такі",10,test
s_165_0.wav,sad,1.9,в той період дуже складно було,10,test
s_166_0.wav,sad,3.1,"І, ми два тижні штори блекаут.",10,test
s_167_0.wav,sad,2.7,"Наталя просто в істериці, постійно волає.",10,test
s_168_0.wav,sad,1.7,Просто в істериці постійно була.,238,train
s_169_0.wav,sad,1.5,Плакала нонстопом,358,train
s_170_0.wav,sad,3.0,"Плакала, нонстопом. Я розумію, що тоді треба триматися",10,test
s_171_0.wav,sad,1.98,в моменті просто вух,246,train
s_172_0.wav,sad,2.05,"Тобто, десь всі ці архіви є.",10,test
s_173_0.wav,sad,2.82,"чекапи, слухали як вже б'ється серце",10,test
s_174_0.wav,sad,2.74,"апарат, щоб слухати. Ну, це було дуже мило. Ти",10,test
s_175_0.wav,sad,2.65,"Ну, це було дуже мило. Ти розказуєш.",10,test
s_176_0.wav,sad,3.8,"Наталі поділилася, що вона вагітна, дуже цікавий.",10,test
s_177_0.wav,sad,2.31,"Ну, коли цей момент може бути?",10,test
s_178_0.wav,sad,2.8,"Я зараз мушу це сказати, я мушу це сказати.",10,test
s_179_1.wav,sad,1.88,"Господи Боже, дуже молода людина.",46,train
s_180_1.wav,sad,2.22,"34, Господи Боже.",46,train
s_181_1.wav,sad,1.71,"сижу вагітна на пляжі, плачу",6,train
s_182_1.wav,sad,0.96,Плачу і кажу,6,train
s_183_1.wav,sad,2.22,Нашо я це зробила? Нашо я вийшла за нього заміж?,6,train
s_184_1.wav,sad,2.31,"Але, я відверто тобі скажу, чесно, я",155,train
s_185_1.wav,sad,2.43,Я виграла це життя.,55,train
s_186_1.wav,sad,3.06,"хочу сказати, що цим жінкам потрібна підтримка.",155,train
s_187_1.wav,sad,2.59,"Так не знаю, не люблю в житті, як його.",383,train
s_188_1.wav,sad,2.96,"Той, хто не б'є щодня. Боже, це жах.",155,train
s_189_1.wav,sad,3.52,розумію. Мені навпаки хочеться підійти і її там настільки обійняти.,383,train
s_190_1.wav,sad,1.75,Дуже потрібна підтримка.,155,train
s_191_1.wav,sad,1.6,настільки дозволяла по собі їхати,383,train
s_192_1.wav,sad,2.18,та бо я не хотіла це проявляти.,383,train
s_193_1.wav,sad,1.53,Я не хотіла це все повторювати,383,train
s_194_1.wav,sad,1.53,"не хотіла, щоб люди це відчували.",383,train
s_195_1.wav,sad,3.1,"щоб люди це відчували, те, що десь відчувала я.",383,train
s_196_1.wav,sad,2.03,Ти маєш бажання це виправляти?,155,train
s_197_1.wav,sad,1.93,ти це виправляла і я,155,train
s_198_1.wav,sad,2.19,Ніби щось тут встромляють,125,train
s_199_1.wav,sad,4.45,поганий. Такий ніби,42,train
s_200_1.wav,sad,2.27,цей папірець просто був перед обличчям.,38,test
s_201_1.wav,sad,1.38,Це ужас просто,24,train
s_202_1.wav,sad,1.56,І я просто злякалася,206,train
s_203_1.wav,sad,1.86,"Я не думала, що такий скандал",206,train
s_204_1.wav,sad,2.83,Наречена повинна виплакати два глечики сліз,36,train
s_205_1.wav,sad,2.51,"От, я її просто помагаю.",36,train
a_001_0.wav,angry,1.54,У мене прекрасний зір.,304,train
a_002_1.wav,angry,1.28,"Боже, дівчата.",299,train
a_003_1.wav,angry,1.15,Бороду заховай,59,train
a_004_1.wav,angry,1.08,Жорсткіше Артур,59,train
a_005_1.wav,angry,1.54,Чому ти так довго терпіла?,225,train
a_006_1.wav,angry,1.54,Вас штормить від мене!,31,test
a_007_1.wav,angry,1.02,Я офігєла.,53,train
a_008_1.wav,angry,1.79,Хочу подивитися в твій холодильник.,320,train
a_009_1.wav,angry,1.41,"Оля, ти вже вся мокра",54,train
a_010_1.wav,angry,2.75,"Я знаю, що це методика іншого автора.",309,train
a_011_1.wav,angry,2.21,"У людини, явно, не добре з головою.",227,train
a_012_1.wav,angry,2.31,Вона не виглядає на сім тисяч баксів в місяць.,70,train
a_013_1.wav,angry,1.77,Я з авокадо нічого їсти не буду.,103,train
a_014_1.wav,angry,2.43,Мені не потрібно на них кричати чи бити.,257,train
a_015_1.wav,angry,1.79,щоб вони мені допомогли помити посуд.,257,train
a_016_1.wav,angry,2.05,А якщо до тебе дівчата в гості прийдуть?,130,test
a_017_1.wav,angry,1.5,"Дівчата, ви що, вабшє",62,train
a_018_1.wav,angry,2.55,"Блін, це ваші бутерброди з красною рибою.",160,train
a_019_1.wav,angry,1.74,"Ну, це балкон, атчепіться з мене",14,train
a_020_1.wav,angry,2.43,Де термін придатності на бутербродах?,160,train
a_021_1.wav,angry,1.54,Де термін придатності?,160,train
a_022_0.wav,angry,1.62,"Взагалі де дитяче, ну де?",58,train
a_023_1.wav,angry,1.89,Навіщо ти це кажеш при дитині?,1,train
a_024_0.wav,angry,0.9,А чого два?,201,train
a_025_1.wav,angry,2.89,"Про які ти, напевне, і не чула, Вікуся.",70,train
a_026_1.wav,angry,0.64,Це жах.,256,train
a_027_1.wav,angry,2.3,Я взагалі-то до тебе в гості приїхала.,170,train
a_028_1.wav,angry,1.64,А на городи полоти,207,train
a_029_1.wav,angry,1.92,Час дома він не проводив.,85,test
a_030_1.wav,angry,0.9,А що тут такого?,267,test
a_031_1.wav,angry,2.3,"Так, я там відпочивала і не раз.",177,train
a_032_1.wav,angry,1.28,Він тобі зраджував?,132,train
a_033_1.wav,angry,1.75,Півтора року дитина без мами,45,train
a_034_1.wav,angry,1.86,Просто в тобі недостатньо жіночності.,144,train
a_035_0.wav,angry,1.66,"50, блядь, Мішель.",82,train
a_036_0.wav,angry,1.28,Та ти на вулицю виходиш,25,train
a_037_0.wav,angry,1.28,Люди їздять на машинах.,264,train
a_038_1.wav,angry,1.91,Вона тебе відбила в нього.,54,train
a_039_0.wav,angry,2.21,"Ну, так, чувак, та людина впахує, блін.",93,train
a_040_0.wav,angry,1.5,І сфоткати і послати усі,22,test
a_041_1.wav,angry,1.54,А то не треба було приходити,80,train
a_042_1.wav,angry,1.66,Я кістки не вибирала з риби.,80,train
a_043_0.wav,angry,2.3,"Я не розумію. Ви з, ви шукали зрадника.",65,train
a_044_1.wav,angry,2.53,"Вези мене бистреє до дому, потому что буде біда.",14,train
a_045_1.wav,angry,2.82,"Я бачу, ти поставила мені взагалі всі трійки.",41,train
a_046_1.wav,angry,2.18,ти просто зливаєш конкурентів.,41,train
a_047_1.wav,angry,1.81,Я маю це змінити зараз.,211,train
a_048_1.wav,angry,1.92,Як ви наважились на третю дитину?,63,train
a_049_1.wav,angry,1.89,Я бачу і чую.,84,train
a_050_1.wav,angry,2.82,"Я тебе залишила ще п'ять балів, щоб ти розвивалася.",131,train
a_051_1.wav,angry,1.12,А чому не сім?,84,train
a_052_0.wav,angry,1.41,Це принциповий момент.,319,train
a_053_1.wav,angry,2.3,Ну що? Що ти щас мені скажеш?,62,train
a_054_1.wav,angry,1.02,Ну що?,344,train
a_055_1.wav,angry,1.41,Що ти сейчас мені скажеш?,62,train
a_056_1.wav,angry,3.2,"Інна на що ти знову прибідняєшся, що це мало?",170,train
a_057_1.wav,angry,2.18,А багато? То це скільки взагалі?,170,train
a_058_0.wav,angry,1.52,"Не жорстоко, але жорстка.",0,test
a_059_1.wav,angry,2.3,"долі секунди, ваза її полетить в морду.",13,train
a_060_1.wav,angry,2.45,Ти нас зустріла на кухні з грязними кастрюлями,77,train
a_061_1.wav,angry,2.58,Ти не должна була так сделать со своей дитиною.,83,train
a_062_1.wav,angry,1.7,Поставлю їй два.,359,train
a_063_1.wav,angry,2.13,"Блін, ну воно на вас нападе?",13,train
a_064_0.wav,angry,2.36,Або може навчити самостійності?,0,test
a_065_1.wav,angry,1.41,"Це мені каже людина, як.",130,test
a_066_1.wav,angry,3.42,яка з порога загнабила мене за мої 64 кг?,130,test
a_067_0.wav,angry,1.28,"А ви як, наважилися?",0,test
a_068_0.wav,angry,1.77,Це якась така манія величі.,0,test
a_069_1.wav,angry,1.18,Вони мені не потрібні.,347,train
a_070_1.wav,angry,0.92,Я тупо в шоці,327,train
a_071_1.wav,angry,1.67,"Чесно, дівчонки, я тупо в шоці.",327,train
a_072_1.wav,angry,1.54,Ти що стола не могла десь знайти?,28,test
a_073_0.wav,angry,1.72,А чому це нормально?,94,test
a_074_1.wav,angry,2.12,В мене шок просто з цього всього.,296,train
a_075_1.wav,angry,2.21,В мене була десь отака залисина.,31,test
a_076_0.wav,angry,1.91,Та мені ця навіть на думку не спадало.,0,test
a_077_0.wav,angry,1.28,Ну ти ж не отригнеш щас?,47,train
a_078_1.wav,angry,1.41,Ти для мене взагалі не мама.,210,test
a_079_1.wav,angry,2.05,Вона тобі угольки в кальяні перевертає,210,test
a_080_1.wav,angry,1.33,Це взагалі днище.,210,test
a_081_0.wav,angry,1.02,Ти п'яна людина,66,train
a_082_0.wav,angry,1.15,Перебирати не треба.,66,train
a_083_0.wav,angry,2.56,"Давай їж, я платив, щоб дарма за це.",167,train
a_084_0.wav,angry,0.64,Давай їж.,167,train
a_085_1.wav,angry,2.77,В тебе був брудний холодильник. В тебе були там багато просрочки.,90,test
a_086_0.wav,angry,1.06,Ви чого туда лізите?,270,train
a_087_1.wav,angry,3.27,"Ти цілий день нам говорила про те, що в тебе троє дітей.",132,train
a_088_0.wav,angry,1.92,"Та взагалі, щоб дома того не було.",0,test
a_089_0.wav,angry,1.41,Ви ж можете собі дозволити?,0,test
a_090_0.wav,angry,1.28,Що ви взагалі маєте на увазі?,3,train
a_091_0.wav,angry,2.69,"Треба зробити так, аби не виникало бажання.",0,test
a_092_1.wav,angry,1.7,Я не можу слухати цей брєд.,73,train
a_093_0.wav,angry,1.5,"Дмитро, я знаю, що ти мрійник.",47,train
a_094_0.wav,angry,1.66,Ти взагалі знаєш правила гри?,194,train
a_095_0.wav,angry,1.79,"Та, короче, е-е,",34,train
a_096_1.wav,angry,1.15,Добре влаштувались.,310,train
a_097_1.wav,angry,1.51,А Ксюша просто каралєва.,183,train
a_098_1.wav,angry,1.91,тупо прогибаться всім під маму.,18,train
a_099_0.wav,angry,1.79,Три роки в жіночому кварталі.,348,train
a_100_0.wav,angry,1.15,Так підніми таз.,82,train
a_101_1.wav,angry,2.23,"Це відповідальність твоя, а не річ твоя.",28,test
a_102_1.wav,angry,1.36,Вона мене цим вибісила,1,train
a_103_0.wav,angry,0.9,"Все, я написав.",213,train
a_104_1.wav,angry,2.92,"Ну, чесно, я взагалі в шоці з цієї мамаші.",28,test
a_105_1.wav,angry,1.15,І ти падло блін просто,100,train
a_106_1.wav,angry,2.29,"І ти падла, блін, просто пішов наліво.",100,train
a_107_1.wav,angry,2.23,Не хватає нам на світі ще одної такої.,361,train
